"person_code";"person_name";"person_phone";"JAN";"FEV";"MAR";"ABR";"MAI";"JUN";"JUL";"AGO";"SET";"OUT";"NOV";"DEZ";"EXT"
"5672";"Sr. Kevin Mateus Lutero Neto";"(49) 2406-7748";"";"";"";"";"";"";"X";"";"";"";"";"";""
"5672";"Sr. Kevin Mateus Lutero Neto";"(49) 2406-7748";"";"";"";"";"";"";"";"X";"";"";"";"";""
"5672";"Sr. Kevin Mateus Lutero Neto";"(49) 2406-7748";"";"";"";"";"";"";"";"";"X";"";"";"";""
"5672";"Sr. Kevin Mateus Lutero Neto";"(49) 2406-7748";"";"";"";"";"";"";"";"";"";"X";"";"";""
"5672";"Sr. Kevin Mateus Lutero Neto";"(49) 2406-7748";"";"";"";"";"";"";"";"";"";"";"X";"";""
"5672";"Sr. Kevin Mateus Lutero Neto";"(49) 2406-7748";"";"";"";"";"";"";"";"";"";"";"";"X";""
"5672";"Sr. Kevin Mateus Lutero Neto";"(49) 2406-7748";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"6538";"Diego Delvalle";"(52) 7194-8025";"X";"";"";"";"";"";"";"";"";"";"";"";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"X";"";"";"";"";"";"";"";"";"";"";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"";"X";"";"";"";"";"";"";"";"";"";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"";"";"X";"";"";"";"";"";"";"";"";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"";"";"";"X";"";"";"";"";"";"";"";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"";"";"";"";"X";"";"";"";"";"";"";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"";"";"";"";"";"X";"";"";"";"";"";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"";"";"";"";"";"";"X";"";"";"";"";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"";"";"";"";"";"";"";"X";"";"";"";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"";"";"";"";"";"";"";"";"X";"";"";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"";"";"";"";"";"";"";"";"";"X";"";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"";"";"";"";"";"";"";"";"";"";"X";""
"6538";"Diego Delvalle";"(52) 7194-8025";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"X";"";"";"";"";"";"";"";"";"";"";"";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"X";"";"";"";"";"";"";"";"";"";"";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"";"X";"";"";"";"";"";"";"";"";"";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"";"";"X";"";"";"";"";"";"";"";"";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"";"";"";"X";"";"";"";"";"";"";"";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"";"";"";"";"X";"";"";"";"";"";"";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"";"";"";"";"";"X";"";"";"";"";"";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"";"";"";"";"";"";"X";"";"";"";"";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"";"";"";"";"";"";"";"X";"";"";"";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"";"";"";"";"";"";"";"";"X";"";"";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"";"";"";"";"";"";"";"";"";"X";"";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"";"";"";"";"";"";"";"";"";"";"X";""
"8928";"Horácio Samuel Santana";"(54) 3457-9729";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"X";"";"";"";"";"";"";"";"";"";"";"";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"X";"";"";"";"";"";"";"";"";"";"";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"";"X";"";"";"";"";"";"";"";"";"";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"";"";"X";"";"";"";"";"";"";"";"";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"";"";"";"X";"";"";"";"";"";"";"";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"";"";"";"";"X";"";"";"";"";"";"";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"";"";"";"";"";"X";"";"";"";"";"";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"";"";"";"";"";"";"X";"";"";"";"";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"";"";"";"";"";"";"";"X";"";"";"";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"";"";"";"";"";"";"";"";"X";"";"";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"";"";"";"";"";"";"";"";"";"X";"";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"";"";"";"";"";"";"";"";"";"";"X";""
"2680";"Francisco Aaron Serra Filho";"(68) 2541-1233";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"1852";"Taís Rocha";"(43) 3117-6855";"X";"";"";"";"";"";"";"";"";"";"";"";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"X";"";"";"";"";"";"";"";"";"";"";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"";"X";"";"";"";"";"";"";"";"";"";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"";"";"X";"";"";"";"";"";"";"";"";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"";"";"";"X";"";"";"";"";"";"";"";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"";"";"";"";"X";"";"";"";"";"";"";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"";"";"";"";"";"X";"";"";"";"";"";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"";"";"";"";"";"";"X";"";"";"";"";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"";"";"";"";"";"";"";"X";"";"";"";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"";"";"";"";"";"";"";"";"X";"";"";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"";"";"";"";"";"";"";"";"";"X";"";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"";"";"";"";"";"";"";"";"";"";"X";""
"1852";"Taís Rocha";"(43) 3117-6855";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"X";"";"";"";"";"";"";"";"";"";"";"";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"X";"";"";"";"";"";"";"";"";"";"";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"";"X";"";"";"";"";"";"";"";"";"";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"";"";"X";"";"";"";"";"";"";"";"";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"";"";"";"X";"";"";"";"";"";"";"";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"";"";"";"";"X";"";"";"";"";"";"";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"";"";"";"";"";"X";"";"";"";"";"";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"";"";"";"";"";"";"X";"";"";"";"";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"";"";"";"";"";"";"";"X";"";"";"";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"";"";"";"";"";"";"";"";"X";"";"";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"";"";"";"";"";"";"";"";"";"X";"";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"";"";"";"";"";"";"";"";"";"";"X";""
"2438";"Gabriel Verdara Neto";"(38) 9887-8015";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"X";"";"";"";"";"";"";"";"";"";"";"";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"X";"";"";"";"";"";"";"";"";"";"";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"";"X";"";"";"";"";"";"";"";"";"";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"";"";"X";"";"";"";"";"";"";"";"";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"";"";"";"X";"";"";"";"";"";"";"";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"";"";"";"";"X";"";"";"";"";"";"";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"";"";"";"";"";"X";"";"";"";"";"";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"";"";"";"";"";"";"X";"";"";"";"";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"";"";"";"";"";"";"";"X";"";"";"";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"";"";"";"";"";"";"";"";"X";"";"";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"";"";"";"";"";"";"";"";"";"X";"";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"";"";"";"";"";"";"";"";"";"";"X";""
"9210";"Simon Guilherme Salazar Sobrinho";"(39) 8908-8312";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"X";"";"";"";"";"";"";"";"";"";"";"";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"X";"";"";"";"";"";"";"";"";"";"";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"";"X";"";"";"";"";"";"";"";"";"";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"";"";"X";"";"";"";"";"";"";"";"";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"";"";"";"X";"";"";"";"";"";"";"";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"";"";"";"";"X";"";"";"";"";"";"";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"";"";"";"";"";"X";"";"";"";"";"";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"";"";"";"";"";"";"X";"";"";"";"";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"";"";"";"";"";"";"";"X";"";"";"";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"";"";"";"";"";"";"";"";"X";"";"";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"";"";"";"";"";"";"";"";"";"X";"";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"";"";"";"";"";"";"";"";"";"";"X";""
"9714";"Dr. Evandro Teles";"(93) 3255-6975";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"2225";"Felipe Maia Filho";"(86) 9971-0130";"X";"";"";"";"";"";"";"";"";"";"";"";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"X";"";"";"";"";"";"";"";"";"";"";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"";"X";"";"";"";"";"";"";"";"";"";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"";"";"X";"";"";"";"";"";"";"";"";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"";"";"";"X";"";"";"";"";"";"";"";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"";"";"";"";"X";"";"";"";"";"";"";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"";"";"";"";"";"X";"";"";"";"";"";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"";"";"";"";"";"";"X";"";"";"";"";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"";"";"";"";"";"";"";"X";"";"";"";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"";"";"";"";"";"";"";"";"X";"";"";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"";"";"";"";"";"";"";"";"";"X";"";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"";"";"";"";"";"";"";"";"";"";"X";""
"2225";"Felipe Maia Filho";"(86) 9971-0130";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"X";"";"";"";"";"";"";"";"";"";"";"";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"X";"";"";"";"";"";"";"";"";"";"";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"";"X";"";"";"";"";"";"";"";"";"";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"";"";"X";"";"";"";"";"";"";"";"";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"";"";"";"X";"";"";"";"";"";"";"";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"";"";"";"";"X";"";"";"";"";"";"";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"";"";"";"";"";"X";"";"";"";"";"";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"";"";"";"";"";"";"X";"";"";"";"";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"";"";"";"";"";"";"";"X";"";"";"";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"";"";"";"";"";"";"";"";"X";"";"";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"";"";"";"";"";"";"";"";"";"X";"";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"";"";"";"";"";"";"";"";"";"";"X";""
"7876";"Ziraldo Alan Benites";"(48) 2245-1952";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"X";"";"";"";"";"";"";"";"";"";"";"";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"X";"";"";"";"";"";"";"";"";"";"";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"";"X";"";"";"";"";"";"";"";"";"";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"";"";"X";"";"";"";"";"";"";"";"";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"";"";"";"X";"";"";"";"";"";"";"";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"";"";"";"";"X";"";"";"";"";"";"";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"";"";"";"";"";"X";"";"";"";"";"";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"";"";"";"";"";"";"X";"";"";"";"";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"";"";"";"";"";"";"";"X";"";"";"";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"";"";"";"";"";"";"";"";"X";"";"";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"";"";"";"";"";"";"";"";"";"X";"";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"";"";"";"";"";"";"";"";"";"";"X";""
"1903";"Ariadna Madalena Ferreira";"(65) 3536-9732";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"X";"";"";"";"";"";"";"";"";"";"";"";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"X";"";"";"";"";"";"";"";"";"";"";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"";"X";"";"";"";"";"";"";"";"";"";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"";"";"X";"";"";"";"";"";"";"";"";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"";"";"";"X";"";"";"";"";"";"";"";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"";"";"";"";"X";"";"";"";"";"";"";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"";"";"";"";"";"X";"";"";"";"";"";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"";"";"";"";"";"";"X";"";"";"";"";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"";"";"";"";"";"";"";"X";"";"";"";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"";"";"";"";"";"";"";"";"X";"";"";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"";"";"";"";"";"";"";"";"";"X";"";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"";"";"";"";"";"";"";"";"";"";"X";""
"5436";"Dr. Leonardo Salas Salas";"(83) 8971-7104";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"X";"";"";"";"";"";"";"";"";"";"";"";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"X";"";"";"";"";"";"";"";"";"";"";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"";"X";"";"";"";"";"";"";"";"";"";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"";"";"X";"";"";"";"";"";"";"";"";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"";"";"";"X";"";"";"";"";"";"";"";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"";"";"";"";"X";"";"";"";"";"";"";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"";"";"";"";"";"X";"";"";"";"";"";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"";"";"";"";"";"";"X";"";"";"";"";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"";"";"";"";"";"";"";"X";"";"";"";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"";"";"";"";"";"";"";"";"X";"";"";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"";"";"";"";"";"";"";"";"";"X";"";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"";"";"";"";"";"";"";"";"";"";"X";""
"7338";"Luzia Luciana Rezende";"(88) 3582-9787";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"X";"";"";"";"";"";"";"";"";"";"";"";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"X";"";"";"";"";"";"";"";"";"";"";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"";"X";"";"";"";"";"";"";"";"";"";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"";"";"X";"";"";"";"";"";"";"";"";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"";"";"";"X";"";"";"";"";"";"";"";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"";"";"";"";"X";"";"";"";"";"";"";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"";"";"";"";"";"X";"";"";"";"";"";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"";"";"";"";"";"";"X";"";"";"";"";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"";"";"";"";"";"";"";"X";"";"";"";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"";"";"";"";"";"";"";"";"X";"";"";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"";"";"";"";"";"";"";"";"";"X";"";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"";"";"";"";"";"";"";"";"";"";"X";""
"9499";"Dr. Rebeca Rocha Galhardo Jr.";"(98) 2320-6041";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"X";"";"";"";"";"";"";"";"";"";"";"";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"X";"";"";"";"";"";"";"";"";"";"";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"";"X";"";"";"";"";"";"";"";"";"";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"";"";"X";"";"";"";"";"";"";"";"";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"";"";"";"X";"";"";"";"";"";"";"";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"";"";"";"";"X";"";"";"";"";"";"";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"";"";"";"";"";"X";"";"";"";"";"";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"";"";"";"";"";"";"X";"";"";"";"";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"";"";"";"";"";"";"";"X";"";"";"";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"";"";"";"";"";"";"";"";"X";"";"";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"";"";"";"";"";"";"";"";"";"X";"";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"";"";"";"";"";"";"";"";"";"";"X";""
"5520";"Dr. Isabel Duarte Balestero Filho";"(68) 7905-9859";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"X";"";"";"";"";"";"";"";"";"";"";"";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"X";"";"";"";"";"";"";"";"";"";"";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"";"X";"";"";"";"";"";"";"";"";"";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"";"";"X";"";"";"";"";"";"";"";"";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"";"";"";"X";"";"";"";"";"";"";"";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"";"";"";"";"X";"";"";"";"";"";"";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"";"";"";"";"";"X";"";"";"";"";"";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"";"";"";"";"";"";"X";"";"";"";"";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"";"";"";"";"";"";"";"X";"";"";"";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"";"";"";"";"";"";"";"";"X";"";"";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"";"";"";"";"";"";"";"";"";"X";"";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"";"";"";"";"";"";"";"";"";"";"X";""
"5891";"Sra. Suzana Rico";"(82) 2775-4014";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"X";"";"";"";"";"";"";"";"";"";"";"";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"X";"";"";"";"";"";"";"";"";"";"";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"";"X";"";"";"";"";"";"";"";"";"";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"";"";"X";"";"";"";"";"";"";"";"";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"";"";"";"X";"";"";"";"";"";"";"";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"";"";"";"";"X";"";"";"";"";"";"";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"";"";"";"";"";"X";"";"";"";"";"";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"";"";"";"";"";"";"X";"";"";"";"";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"";"";"";"";"";"";"";"X";"";"";"";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"";"";"";"";"";"";"";"";"X";"";"";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"";"";"";"";"";"";"";"";"";"X";"";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"";"";"";"";"";"";"";"";"";"";"X";""
"4765";"Mateus Quintana Dias Filho";"(17) 3299-8013";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"X";"";"";"";"";"";"";"";"";"";"";"";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"X";"";"";"";"";"";"";"";"";"";"";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"";"X";"";"";"";"";"";"";"";"";"";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"";"";"X";"";"";"";"";"";"";"";"";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"";"";"";"X";"";"";"";"";"";"";"";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"";"";"";"";"X";"";"";"";"";"";"";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"";"";"";"";"";"X";"";"";"";"";"";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"";"";"";"";"";"";"X";"";"";"";"";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"";"";"";"";"";"";"";"X";"";"";"";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"";"";"";"";"";"";"";"";"X";"";"";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"";"";"";"";"";"";"";"";"";"X";"";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"";"";"";"";"";"";"";"";"";"";"X";""
"1917";"Giovane Vale Salazar";"(49) 3511-1148";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"X";"";"";"";"";"";"";"";"";"";"";"";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"X";"";"";"";"";"";"";"";"";"";"";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"";"X";"";"";"";"";"";"";"";"";"";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"";"";"X";"";"";"";"";"";"";"";"";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"";"";"";"X";"";"";"";"";"";"";"";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"";"";"";"";"X";"";"";"";"";"";"";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"";"";"";"";"";"X";"";"";"";"";"";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"";"";"";"";"";"";"X";"";"";"";"";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"";"";"";"";"";"";"";"X";"";"";"";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"";"";"";"";"";"";"";"";"X";"";"";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"";"";"";"";"";"";"";"";"";"X";"";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"";"";"";"";"";"";"";"";"";"";"X";""
"2542";"Alma Isabel Bittencourt Jr.";"(79) 2382-3643";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"6475";"Sra. Isadora Grego";"(72) 8574-5441";"X";"";"";"";"";"";"";"";"";"";"";"";""
